seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy filename
particle-coassembly-bin137.contigs.fa_virus_summary.tsv k99_7118636	5163	No terminal repeats	NA	10	11	0.9723	NA	1	7.2367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin137.contigs.fa_virus_summary.tsv k99_10503983	8095	No terminal repeats	NA	3	11	0.9352	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin137.contigs.fa_virus_summary.tsv k99_4960062	4869	No terminal repeats	NA	6	11	0.8621	NA	0	3.4366	Unclassified
particle-coassembly-bin137.contigs.fa_virus_summary.tsv k99_1983630	5965	No terminal repeats	NA	7	11	0.7378	NA	2	3.9198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin137.contigs.fa_virus_summary.tsv k99_11488776	5649	No terminal repeats	NA	1	11	0.7278	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_4337515.4	10000	No terminal repeats	NA	10	11	0.9833	NA	6	16.6864	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_204904.1	10000	No terminal repeats	NA	10	11	0.9826	NA	2	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_4337515.7	10000	No terminal repeats	NA	14	11	0.9825	NA	4	18.1156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_4337515.6	10000	No terminal repeats	NA	9	11	0.9824	NA	2	11.9754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_204904.0	10000	No terminal repeats	NA	10	11	0.9820	NA	0	13.1023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_4337515.3	10000	No terminal repeats	NA	10	11	0.9819	NA	4	11.9332	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_4337515.2	10000	No terminal repeats	NA	9	11	0.9811	NA	3	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_15365186	4648	No terminal repeats	NA	9	11	0.9804	NA	0	6.5173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_4337515.8	14817	No terminal repeats	NA	22	11	0.9801	NA	6	24.6076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_2077407	12205	No terminal repeats	NA	22	11	0.9795	NA	1	7.9334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_4337515.5	10000	No terminal repeats	NA	5	11	0.9765	NA	1	6.6759	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_204904.2	19636	No terminal repeats	NA	27	11	0.9738	NA	2	32.9363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_13192713	3000	No terminal repeats	NA	3	11	0.9669	NA	0	2.5724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_4337515.1	10000	No terminal repeats	NA	20	11	0.9569	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_1435216	6076	No terminal repeats	NA	11	11	0.9555	NA	1	3.1683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_7040470	2905	No terminal repeats	NA	4	11	0.9552	NA	0	3.1928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_4337515.0	10000	No terminal repeats	NA	19	11	0.9269	NA	0	3.1322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_9342832	4256	No terminal repeats	NA	1	11	0.7590	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_4087524	6412	No terminal repeats	NA	1	11	0.7572	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin138.contigs.fa_virus_summary.tsv k99_19324399	7292	No terminal repeats	NA	3	11	0.7135	NA	0	1.2471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_15969834	2487	No terminal repeats	NA	2	11	0.9747	NA	2	2.9568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_9460108	4449	No terminal repeats	NA	3	11	0.9643	NA	0	3.3819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_4733462	7051	No terminal repeats	NA	7	11	0.9606	NA	2	8.0859	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_4343816	3729	No terminal repeats	NA	7	11	0.9534	NA	1	7.3320	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_18807283	4101	No terminal repeats	NA	5	11	0.9495	NA	0	5.5381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_19357652	2631	No terminal repeats	NA	2	11	0.9270	NA	2	2.9568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_8944613	4803	No terminal repeats	NA	6	11	0.9130	NA	0	4.2640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_9465185	3659	No terminal repeats	NA	2	11	0.8891	NA	0	1.6771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_19475574	2823	No terminal repeats	NA	1	11	0.8805	NA	0	1.4750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_13381773	2844	No terminal repeats	NA	7	11	0.8688	NA	1	8.4834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_3788319.0	10000	No terminal repeats	NA	5	11	0.8557	NA	0	2.9845	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_10008873	3135	No terminal repeats	NA	3	11	0.8268	NA	1	2.8482	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_3061639	4816	No terminal repeats	NA	6	11	0.8225	NA	1	3.0390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_8378443	3390	No terminal repeats	NA	3	11	0.8085	NA	0	3.2821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_8269319	3372	No terminal repeats	NA	6	11	0.7900	NA	1	4.7968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_1724357	5698	No terminal repeats	NA	2	11	0.7860	NA	0	1.4033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_1187870	3999	No terminal repeats	NA	4	11	0.7612	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_12046691	2654	No terminal repeats	NA	3	11	0.7514	NA	0	1.4418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_1746207	8065	No terminal repeats	NA	11	11	0.7185	NA	0	3.6633	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_9421773	3178	No terminal repeats	NA	5	11	0.7097	NA	0	0.8246	Unclassified
particle-coassembly-bin139.contigs.fa_virus_summary.tsv k99_3476787.0	10000	No terminal repeats	NA	11	11	0.7018	NA	0	1.0771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin147.contigs.fa_virus_summary.tsv k99_13648715	2276	No terminal repeats	NA	2	11	0.7586	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin155.contigs.fa_virus_summary.tsv k99_6430885	3321	No terminal repeats	NA	9	11	0.7216	NA	1	2.7762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin155.contigs.fa_virus_summary.tsv k99_4475383	2548	No terminal repeats	NA	3	11	0.7080	NA	2	2.9876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin162.contigs.fa_virus_summary.tsv k99_12694103	6022	No terminal repeats	NA	7	11	0.8886	NA	1	3.8888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin162.contigs.fa_virus_summary.tsv k99_18687432	3514	No terminal repeats	NA	4	11	0.7111	NA	0	4.4279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_12633966	4116	No terminal repeats	NA	7	11	0.9804	NA	1	6.2363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_9149281.1	10686	No terminal repeats	NA	15	11	0.9803	NA	0	15.2765	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_9149281.0	10000	No terminal repeats	NA	15	11	0.9797	NA	3	13.6146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_3869826	6756	No terminal repeats	NA	5	11	0.9744	NA	1	3.4338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_13899596	3225	No terminal repeats	NA	6	11	0.9664	NA	0	2.5680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_9839406	5918	No terminal repeats	NA	6	11	0.9643	NA	0	5.1449	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_7920313	3941	No terminal repeats	NA	7	11	0.9570	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_9369623	4565	No terminal repeats	NA	1	11	0.9533	NA	0	1.1089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_5280531	4381	No terminal repeats	NA	11	11	0.9493	NA	0	3.0365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_6031828	2842	No terminal repeats	NA	2	11	0.9313	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_15654154	4147	No terminal repeats	NA	3	11	0.9168	NA	0	1.3788	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_9239600	4367	No terminal repeats	NA	10	11	0.8962	NA	0	0.2007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_4498671	3365	No terminal repeats	NA	2	11	0.8914	NA	0	1.7183	Unclassified
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_16475614	5138	No terminal repeats	NA	5	11	0.8674	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_7320335	3077	No terminal repeats	NA	5	11	0.8474	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_413543	2976	No terminal repeats	NA	2	11	0.8212	NA	0	1.4555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_2591474	5455	DTR	NA	2	11	0.7669	NA	0	0.0000	Unclassified
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_14100484	2554	No terminal repeats	NA	3	11	0.7622	NA	0	0.0000	Unclassified
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_6435524	3300	No terminal repeats	NA	1	11	0.7602	NA	0	0.0000	Unclassified
particle-coassembly-bin163.contigs.fa_virus_summary.tsv k99_5597842	2782	No terminal repeats	NA	1	11	0.7145	NA	0	1.5463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin176.contigs.fa_virus_summary.tsv k99_8083968	4406	No terminal repeats	NA	2	11	0.9187	NA	1	3.1946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin176.contigs.fa_virus_summary.tsv k99_17427393	5730	No terminal repeats	NA	2	11	0.8129	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin176.contigs.fa_virus_summary.tsv k99_3891353	5851	No terminal repeats	NA	2	11	0.7904	NA	0	1.4067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin176.contigs.fa_virus_summary.tsv k99_16216400	2956	No terminal repeats	NA	2	11	0.7677	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin176.contigs.fa_virus_summary.tsv k99_2643038	2922	No terminal repeats	NA	1	11	0.7440	NA	0	1.6737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin176.contigs.fa_virus_summary.tsv k99_13844592	2765	No terminal repeats	NA	2	11	0.7009	NA	0	1.7165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_6686369	3502	No terminal repeats	NA	6	11	0.9815	NA	0	10.1300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_16718027	4942	No terminal repeats	NA	8	11	0.9805	NA	2	5.9457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_4317396.0	10000	No terminal repeats	NA	12	11	0.9797	NA	3	11.1350	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_10233390	3079	No terminal repeats	NA	4	11	0.9704	NA	2	4.6746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_2735974	2511	No terminal repeats	NA	2	11	0.9649	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_9863498	2665	No terminal repeats	NA	3	11	0.9620	NA	1	3.1890	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_3365187	6565	No terminal repeats	NA	16	11	0.9443	NA	0	3.0700	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_10969703	2700	No terminal repeats	NA	1	11	0.9394	NA	0	1.7183	Unclassified
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_12138992	3163	No terminal repeats	NA	5	11	0.9354	NA	0	3.4279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_10878344	10557	No terminal repeats	NA	18	11	0.9162	NA	0	2.8506	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_4073253	3468	No terminal repeats	NA	1	11	0.8744	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_8428671	2679	No terminal repeats	NA	1	11	0.8170	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_3897125	3143	No terminal repeats	NA	1	11	0.7283	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin239.contigs.fa_virus_summary.tsv k99_17208593	4810	No terminal repeats	NA	2	11	0.7188	NA	0	1.7183	Unclassified
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_5897038	12915	No terminal repeats	NA	13	11	0.9833	NA	7	21.9759	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_3118673	7480	No terminal repeats	NA	10	11	0.9831	NA	4	16.8579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_7624403	13427	No terminal repeats	NA	8	11	0.9830	NA	0	13.1728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_7884799.1	10000	No terminal repeats	NA	11	11	0.9830	NA	2	17.1199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_18234105.2	12066	No terminal repeats	NA	7	11	0.9829	NA	0	10.0686	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_2912285	2331	No terminal repeats	NA	7	11	0.9829	NA	2	12.0152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_95871.2	10000	No terminal repeats	NA	12	11	0.9829	NA	3	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_3032080	5645	No terminal repeats	NA	7	11	0.9829	NA	0	10.0519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_947881	4033	No terminal repeats	NA	8	11	0.9826	NA	1	13.3279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_1606528	5170	No terminal repeats	NA	13	11	0.9824	NA	3	14.0761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_15502139	8226	No terminal repeats	NA	9	11	0.9824	NA	1	13.6503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_14422622	4321	No terminal repeats	NA	6	11	0.9823	NA	1	8.1639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_12609409	9242	No terminal repeats	NA	9	11	0.9823	NA	3	15.4327	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_923959	8176	No terminal repeats	NA	10	11	0.9823	NA	0	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_3641324	4205	No terminal repeats	NA	3	11	0.9822	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_5870733	6836	No terminal repeats	NA	9	11	0.9822	NA	5	15.0253	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_8701939.0	10000	No terminal repeats	NA	25	11	0.9821	NA	1	35.0590	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_8174274.0	10000	No terminal repeats	NA	11	11	0.9821	NA	5	16.8998	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_10777343	5997	No terminal repeats	NA	4	11	0.9821	NA	3	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_5646705	5259	No terminal repeats	NA	4	11	0.9821	NA	3	6.8635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_8701939.1	10000	No terminal repeats	NA	12	11	0.9821	NA	2	20.5217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_95871.3	16194	No terminal repeats	NA	13	11	0.9820	NA	3	21.8943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_1778977.2	10000	No terminal repeats	NA	8	11	0.9820	NA	0	13.3914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_1167032	6202	No terminal repeats	NA	7	11	0.9819	NA	1	12.0254	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_8275582	5553	No terminal repeats	NA	21	11	0.9818	NA	0	23.5934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_9344299	5987	No terminal repeats	NA	23	11	0.9818	NA	1	36.9263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_12012798	4814	No terminal repeats	NA	5	11	0.9818	NA	1	8.4312	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_8998121	2742	No terminal repeats	NA	4	11	0.9815	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_862912	9903	No terminal repeats	NA	14	11	0.9815	NA	3	22.3377	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_10106930	11617	No terminal repeats	NA	22	11	0.9815	NA	0	32.4924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_8145225	7179	No terminal repeats	NA	4	11	0.9815	NA	0	5.9525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_3710539	5647	No terminal repeats	NA	8	11	0.9815	NA	2	11.2705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_3233098	5254	No terminal repeats	NA	4	15	0.9813	NA	2	6.5179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_4505337	5985	No terminal repeats	NA	17	11	0.9813	NA	0	18.4000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_10037805	6312	No terminal repeats	NA	7	11	0.9813	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_10223442	3720	No terminal repeats	NA	5	11	0.9812	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_213333.2	10000	No terminal repeats	NA	13	11	0.9812	NA	7	18.3660	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_17648868	11306	No terminal repeats	NA	28	11	0.9811	NA	0	30.3135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_10098715.0	10000	No terminal repeats	NA	9	11	0.9811	NA	0	12.8110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
particle-coassembly-bin29.contigs.fa_virus_summary.tsv k99_17606263	3944	No terminal repeats	NA	3	11	0.9811	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
